t_start_s,t_end_s,t_mid_s,t_mid_h,dt_s,rate_mps,rate_mmh,depth_mm
0,300,150.0,0.041666666666666664,300,0.0,0.0,0.0
300,600,450.0,0.125,300,0.0,0.0,0.0
600,900,750.0,0.20833333333333334,300,0.0,0.0,0.0
900,1200,1050.0,0.2916666666666667,300,1.5843756392797704e-07,0.5703752301407173,0.047531269178393114
1200,1500,1350.0,0.375,300,1.584375639279771e-07,0.5703752301407174,0.04753126917839313
1500,1800,1650.0,0.4583333333333333,300,1.5843756392797696e-07,0.570375230140717,0.047531269178393086
1800,2100,1950.0,0.5416666666666666,300,3.6968764916527997e-07,1.3308755369950078,0.110906294749584
2100,2400,2250.0,0.625,300,3.6968764916527955e-07,1.3308755369950063,0.11090629474958387
2400,2700,2550.0,0.7083333333333334,300,3.696876491652798e-07,1.3308755369950074,0.11090629474958394
2700,3000,2850.0,0.7916666666666666,300,3.6968764916527995e-06,13.30875536995008,1.1090629474958398
3000,3300,3150.0,0.875,300,3.6968764916528e-06,13.308755369950081,1.1090629474958398
3300,3600,3450.0,0.9583333333333334,300,3.6968764916527906e-06,13.308755369950045,1.1090629474958373
3600,3900,3750.0,1.0416666666666667,300,3.1687512785595415e-05,114.0750460281435,9.506253835678624
3900,4200,4050.0,1.125,300,3.168751278559541e-05,114.07504602814348,9.506253835678622
4200,4500,4350.0,1.2083333333333333,300,3.168751278559541e-05,114.07504602814348,9.506253835678622
4500,4800,4650.0,1.2916666666666667,300,5.28125213093256e-05,190.12507671357213,15.84375639279768
4800,5100,4950.0,1.375,300,5.281252130932571e-05,190.12507671357255,15.843756392797715
5100,5400,5250.0,1.4583333333333333,300,5.281252130932571e-05,190.12507671357255,15.843756392797715
5400,5700,5550.0,1.5416666666666667,300,1.5843756392797698e-05,57.03752301407171,4.753126917839309
5700,6000,5850.0,1.625,300,1.5843756392797698e-05,57.03752301407171,4.753126917839309
6000,6300,6150.0,1.7083333333333333,300,1.5843756392797698e-05,57.03752301407171,4.753126917839309
6300,6600,6450.0,1.7916666666666667,300,5.2812521309325786e-06,19.01250767135728,1.5843756392797734
6600,6900,6750.0,1.875,300,5.28125213093254e-06,19.01250767135714,1.5843756392797619
6900,7200,7050.0,1.9583333333333333,300,5.2812521309325786e-06,19.01250767135728,1.5843756392797734
7200,7500,7350.0,2.0416666666666665,300,5.2812521309325786e-06,19.01250767135728,1.5843756392797734
7500,7800,7650.0,2.125,300,5.28125213093254e-06,19.01250767135714,1.5843756392797619
7800,8100,7950.0,2.2083333333333335,300,5.2812521309325786e-06,19.01250767135728,1.5843756392797734
8100,8400,8250.0,2.2916666666666665,300,1.0562504261865003e-06,3.802501534271401,0.3168751278559501
8400,8700,8550.0,2.375,300,1.056250426186539e-06,3.8025015342715407,0.3168751278559617
8700,9000,8850.0,2.4583333333333335,300,1.0562504261865003e-06,3.802501534271401,0.3168751278559501
9000,9300,9150.0,2.5416666666666665,300,1.5843756392797699e-07,0.5703752301407171,0.04753126917839309
9300,9600,9450.0,2.625,300,1.5843756392797699e-07,0.5703752301407171,0.04753126917839309
9600,9900,9750.0,2.7083333333333335,300,1.5843756392797699e-07,0.5703752301407171,0.04753126917839309
9900,10200,10050.0,2.7916666666666665,300,0.0,0.0,0.0
10200,10500,10350.0,2.875,300,0.0,0.0,0.0
10500,10800,10650.0,2.9583333333333335,300,0.0,0.0,0.0
