t_start_s,t_end_s,t_mid_s,t_mid_h,dt_s,rate_mps,rate_mmh,depth_mm
0,300,150.0,0.041666666666666664,300,0.0,0.0,0.0
300,600,450.0,0.125,300,0.0,0.0,0.0
600,900,750.0,0.20833333333333334,300,0.0,0.0,0.0
900,1200,1050.0,0.2916666666666667,300,1.2796880163413528e-07,0.460687685882887,0.03839064049024059
1200,1500,1350.0,0.375,300,1.2796880163413534e-07,0.46068768588288717,0.0383906404902406
1500,1800,1650.0,0.4583333333333333,300,1.2796880163413523e-07,0.4606876858828869,0.03839064049024057
1800,2100,1950.0,0.5416666666666666,300,2.9859387047964917e-07,1.074937933726737,0.08957816114389475
2100,2400,2250.0,0.625,300,2.9859387047964886e-07,1.074937933726736,0.08957816114389466
2400,2700,2550.0,0.7083333333333334,300,2.9859387047964907e-07,1.0749379337267366,0.08957816114389472
2700,3000,2850.0,0.7916666666666666,300,2.9859387047964916e-06,10.749379337267369,0.8957816114389474
3000,3300,3150.0,0.875,300,2.985938704796492e-06,10.74937933726737,0.8957816114389476
3300,3600,3450.0,0.9583333333333334,300,2.985938704796485e-06,10.749379337267344,0.8957816114389455
3600,3900,3750.0,1.0416666666666667,300,2.5593760326827066e-05,92.13753717657744,7.678128098048119
3900,4200,4050.0,1.125,300,2.559376032682706e-05,92.13753717657741,7.678128098048117
4200,4500,4350.0,1.2083333333333333,300,2.559376032682706e-05,92.13753717657741,7.678128098048117
4500,4800,4650.0,1.2916666666666667,300,4.265626721137837e-05,153.56256196096214,12.79688016341351
4800,5100,4950.0,1.375,300,4.265626721137846e-05,153.56256196096246,12.796880163413539
5100,5400,5250.0,1.4583333333333333,300,4.265626721137846e-05,153.56256196096246,12.796880163413539
5400,5700,5550.0,1.5416666666666667,300,1.2796880163413524e-05,46.068768588288684,3.8390640490240573
5700,6000,5850.0,1.625,300,1.2796880163413524e-05,46.068768588288684,3.8390640490240573
6000,6300,6150.0,1.7083333333333333,300,1.2796880163413524e-05,46.068768588288684,3.8390640490240573
6300,6600,6450.0,1.7916666666666667,300,4.265626721137851e-06,15.356256196096265,1.2796880163413553
6600,6900,6750.0,1.875,300,4.265626721137821e-06,15.356256196096156,1.2796880163413462
6900,7200,7050.0,1.9583333333333333,300,4.265626721137851e-06,15.356256196096265,1.2796880163413553
7200,7500,7350.0,2.0416666666666665,300,4.265626721137851e-06,15.356256196096265,1.2796880163413553
7500,7800,7650.0,2.125,300,4.265626721137821e-06,15.356256196096156,1.2796880163413462
7800,8100,7950.0,2.2083333333333335,300,4.265626721137851e-06,15.356256196096265,1.2796880163413553
8100,8400,8250.0,2.2916666666666665,300,8.531253442275579e-07,3.071251239219208,0.2559376032682674
8400,8700,8550.0,2.375,300,8.531253442275891e-07,3.071251239219321,0.25593760326827675
8700,9000,8850.0,2.4583333333333335,300,8.531253442275579e-07,3.071251239219208,0.2559376032682674
9000,9300,9150.0,2.5416666666666665,300,1.2796880163413526e-07,0.460687685882887,0.03839064049024058
9300,9600,9450.0,2.625,300,1.2796880163413526e-07,0.460687685882887,0.03839064049024058
9600,9900,9750.0,2.7083333333333335,300,1.2796880163413526e-07,0.460687685882887,0.03839064049024058
9900,10200,10050.0,2.7916666666666665,300,0.0,0.0,0.0
10200,10500,10350.0,2.875,300,0.0,0.0,0.0
10500,10800,10650.0,2.9583333333333335,300,0.0,0.0,0.0
