t_start_s,t_end_s,t_mid_s,t_mid_h,dt_s,rate_mps,rate_mmh,depth_mm
0,300,150.0,0.041666666666666664,300,0.0,0.0,0.0
300,600,450.0,0.125,300,0.0,0.0,0.0
600,900,750.0,0.20833333333333334,300,0.0,0.0,0.0
900,1200,1050.0,0.2916666666666667,300,5.751799636858831e-08,0.2070647869269179,0.017255398910576494
1200,1500,1350.0,0.375,300,5.751799636858834e-08,0.20706478692691802,0.0172553989105765
1500,1800,1650.0,0.4583333333333333,300,5.751799636858828e-08,0.20706478692691782,0.017255398910576484
1800,2100,1950.0,0.5416666666666666,300,1.3420865819337282e-07,0.4831511694961422,0.04026259745801185
2100,2400,2250.0,0.625,300,1.3420865819337268e-07,0.4831511694961417,0.040262597458011806
2400,2700,2550.0,0.7083333333333334,300,1.3420865819337276e-07,0.48315116949614195,0.040262597458011834
2700,3000,2850.0,0.7916666666666666,300,1.342086581933728e-06,4.831511694961421,0.4026259745801184
3000,3300,3150.0,0.875,300,1.3420865819337282e-06,4.831511694961422,0.40262597458011845
3300,3600,3450.0,0.9583333333333334,300,1.342086581933725e-06,4.83151169496141,0.4026259745801175
3600,3900,3750.0,1.0416666666666667,300,1.1503599273717665e-05,41.41295738538359,3.4510797821152996
3900,4200,4050.0,1.125,300,1.1503599273717662e-05,41.41295738538358,3.4510797821152983
4200,4500,4350.0,1.2083333333333333,300,1.1503599273717662e-05,41.41295738538358,3.4510797821152983
4500,4800,4650.0,1.2916666666666667,300,1.917266545619607e-05,69.02159564230585,5.751799636858821
4800,5100,4950.0,1.375,300,1.9172665456196114e-05,69.02159564230601,5.751799636858834
5100,5400,5250.0,1.4583333333333333,300,1.9172665456196114e-05,69.02159564230601,5.751799636858834
5400,5700,5550.0,1.5416666666666667,300,5.751799636858829e-06,20.706478692691785,1.7255398910576487
5700,6000,5850.0,1.625,300,5.751799636858829e-06,20.706478692691785,1.7255398910576487
6000,6300,6150.0,1.7083333333333333,300,5.751799636858829e-06,20.706478692691785,1.7255398910576487
6300,6600,6450.0,1.7916666666666667,300,1.9172665456196147e-06,6.9021595642306135,0.5751799636858844
6600,6900,6750.0,1.875,300,1.9172665456196003e-06,6.902159564230561,0.5751799636858801
6900,7200,7050.0,1.9583333333333333,300,1.9172665456196147e-06,6.9021595642306135,0.5751799636858844
7200,7500,7350.0,2.0416666666666665,300,1.9172665456196147e-06,6.9021595642306135,0.5751799636858844
7500,7800,7650.0,2.125,300,1.9172665456196003e-06,6.902159564230561,0.5751799636858801
7800,8100,7950.0,2.2083333333333335,300,1.9172665456196147e-06,6.9021595642306135,0.5751799636858844
8100,8400,8250.0,2.2916666666666665,300,3.8345330912391726e-07,1.3804319128461022,0.11503599273717519
8400,8700,8550.0,2.375,300,3.8345330912393134e-07,1.3804319128461529,0.1150359927371794
8700,9000,8850.0,2.4583333333333335,300,3.8345330912391726e-07,1.3804319128461022,0.11503599273717519
9000,9300,9150.0,2.5416666666666665,300,5.751799636858829e-08,0.20706478692691785,0.017255398910576487
9300,9600,9450.0,2.625,300,5.751799636858829e-08,0.20706478692691785,0.017255398910576487
9600,9900,9750.0,2.7083333333333335,300,5.751799636858829e-08,0.20706478692691785,0.017255398910576487
9900,10200,10050.0,2.7916666666666665,300,0.0,0.0,0.0
10200,10500,10350.0,2.875,300,0.0,0.0,0.0
10500,10800,10650.0,2.9583333333333335,300,0.0,0.0,0.0
