t_start_s,t_end_s,t_mid_s,t_mid_h,dt_s,rate_mps,rate_mmh,depth_mm
0,300,150.0,0.041666666666666664,300,0.0,0.0,0.0
300,600,450.0,0.125,300,0.0,0.0,0.0
600,900,750.0,0.20833333333333334,300,0.0,0.0,0.0
900,1200,1050.0,0.2916666666666667,300,0.0,0.0,0.0
1200,1500,1350.0,0.375,300,0.0,0.0,0.0
1500,1800,1650.0,0.4583333333333333,300,0.0,0.0,0.0
1800,2100,1950.0,0.5416666666666666,300,3.682834241186264e-08,0.1325820326827055,0.011048502723558791
2100,2400,2250.0,0.625,300,3.6828342411862604e-08,0.13258203268270538,0.01104850272355878
2400,2700,2550.0,0.7083333333333334,300,3.682834241186263e-08,0.13258203268270546,0.01104850272355879
2700,3000,2850.0,0.7916666666666666,300,3.6828342411862644e-08,0.13258203268270552,0.011048502723558793
3000,3300,3150.0,0.875,300,3.682834241186266e-08,0.13258203268270558,0.011048502723558798
3300,3600,3450.0,0.9583333333333334,300,3.682834241186254e-08,0.13258203268270513,0.011048502723558761
3600,3900,3750.0,1.0416666666666667,300,8.593279896101284e-08,0.30935807625964623,0.02577983968830385
3900,4200,4050.0,1.125,300,8.593279896101284e-08,0.30935807625964623,0.02577983968830385
4200,4500,4350.0,1.2083333333333333,300,8.59327989610128e-08,0.3093580762596461,0.02577983968830384
4500,4800,4650.0,1.2916666666666667,300,8.593279896101265e-08,0.30935807625964556,0.025779839688303795
4800,5100,4950.0,1.375,300,8.59327989610128e-08,0.3093580762596461,0.02577983968830384
5100,5400,5250.0,1.4583333333333333,300,8.59327989610128e-08,0.3093580762596461,0.02577983968830384
5400,5700,5550.0,1.5416666666666667,300,8.593279896101283e-07,3.0935807625964618,0.25779839688303846
5700,6000,5850.0,1.625,300,8.593279896101283e-07,3.0935807625964618,0.25779839688303846
6000,6300,6150.0,1.7083333333333333,300,8.593279896101286e-07,3.0935807625964626,0.25779839688303857
6300,6600,6450.0,1.7916666666666667,300,8.593279896101283e-07,3.0935807625964618,0.25779839688303846
6600,6900,6750.0,1.875,300,8.593279896101243e-07,3.093580762596447,0.2577983968830373
6900,7200,7050.0,1.9583333333333333,300,8.593279896101283e-07,3.0935807625964618,0.25779839688303846
7200,7500,7350.0,2.0416666666666665,300,7.3656684823725245e-06,26.516406536541087,2.2097005447117573
7500,7800,7650.0,2.125,300,7.365668482372525e-06,26.51640653654109,2.2097005447117577
7800,8100,7950.0,2.2083333333333335,300,7.365668482372521e-06,26.516406536541076,2.2097005447117564
8100,8400,8250.0,2.2916666666666665,300,7.365668482372525e-06,26.51640653654109,2.2097005447117577
8400,8700,8550.0,2.375,300,7.365668482372525e-06,26.51640653654109,2.2097005447117577
8700,9000,8850.0,2.4583333333333335,300,7.365668482372521e-06,26.516406536541076,2.2097005447117564
9000,9300,9150.0,2.5416666666666665,300,1.2276114137287548e-05,44.19401089423518,3.6828342411862645
9300,9600,9450.0,2.625,300,1.2276114137287494e-05,44.19401089423498,3.6828342411862485
9600,9900,9750.0,2.7083333333333335,300,1.2276114137287548e-05,44.19401089423518,3.6828342411862645
9900,10200,10050.0,2.7916666666666665,300,1.2276114137287548e-05,44.19401089423518,3.6828342411862645
10200,10500,10350.0,2.875,300,1.2276114137287548e-05,44.19401089423518,3.6828342411862645
10500,10800,10650.0,2.9583333333333335,300,1.2276114137287548e-05,44.19401089423518,3.6828342411862645
10800,11100,10950.0,3.0416666666666665,300,3.6828342411862424e-06,13.258203268270472,1.1048502723558729
11100,11400,11250.0,3.125,300,3.6828342411862796e-06,13.258203268270606,1.1048502723558837
11400,11700,11550.0,3.2083333333333335,300,3.6828342411862424e-06,13.258203268270472,1.1048502723558729
11700,12000,11850.0,3.2916666666666665,300,3.6828342411862796e-06,13.258203268270606,1.1048502723558837
12000,12300,12150.0,3.375,300,3.6828342411862424e-06,13.258203268270472,1.1048502723558729
12300,12600,12450.0,3.4583333333333335,300,3.6828342411862796e-06,13.258203268270606,1.1048502723558837
12600,12900,12750.0,3.5416666666666665,300,1.2276114137287475e-06,4.4194010894234905,0.36828342411862425
12900,13200,13050.0,3.625,300,1.2276114137287657e-06,4.419401089423556,0.3682834241186297
13200,13500,13350.0,3.7083333333333335,300,1.2276114137287475e-06,4.4194010894234905,0.36828342411862425
13500,13800,13650.0,3.7916666666666665,300,1.2276114137287475e-06,4.4194010894234905,0.36828342411862425
13800,14100,13950.0,3.875,300,1.2276114137287657e-06,4.419401089423556,0.3682834241186297
14100,14400,14250.0,3.9583333333333335,300,1.2276114137287475e-06,4.4194010894234905,0.36828342411862425
14400,14700,14550.0,4.041666666666667,300,1.2276114137287657e-06,4.419401089423556,0.3682834241186297
14700,15000,14850.0,4.125,300,1.2276114137287475e-06,4.4194010894234905,0.36828342411862425
15000,15300,15150.0,4.208333333333333,300,1.2276114137287475e-06,4.4194010894234905,0.36828342411862425
15300,15600,15450.0,4.291666666666667,300,1.2276114137287475e-06,4.4194010894234905,0.36828342411862425
15600,15900,15750.0,4.375,300,1.2276114137287657e-06,4.419401089423556,0.3682834241186297
15900,16200,16050.0,4.458333333333333,300,1.2276114137287475e-06,4.4194010894234905,0.36828342411862425
16200,16500,16350.0,4.541666666666667,300,2.455222827457567e-07,0.8838802178847243,0.07365668482372702
16500,16800,16650.0,4.625,300,2.4552228274573867e-07,0.8838802178846593,0.0736566848237216
16800,17100,16950.0,4.708333333333333,300,2.455222827457567e-07,0.8838802178847243,0.07365668482372702
17100,17400,17250.0,4.791666666666667,300,2.455222827457567e-07,0.8838802178847243,0.07365668482372702
17400,17700,17550.0,4.875,300,2.4552228274573867e-07,0.8838802178846593,0.0736566848237216
17700,18000,17850.0,4.958333333333333,300,2.455222827457567e-07,0.8838802178847243,0.07365668482372702
18000,18300,18150.0,5.041666666666667,300,3.68283424118536e-08,0.13258203268267296,0.01104850272355608
18300,18600,18450.0,5.125,300,3.682834241187162e-08,0.13258203268273783,0.011048502723561485
18600,18900,18750.0,5.208333333333333,300,3.68283424118536e-08,0.13258203268267296,0.01104850272355608
18900,19200,19050.0,5.291666666666667,300,3.682834241187162e-08,0.13258203268273783,0.011048502723561485
19200,19500,19350.0,5.375,300,3.682834241187162e-08,0.13258203268273783,0.011048502723561485
19500,19800,19650.0,5.458333333333333,300,3.68283424118536e-08,0.13258203268267296,0.01104850272355608
19800,20100,19950.0,5.541666666666667,300,0.0,0.0,0.0
20100,20400,20250.0,5.625,300,0.0,0.0,0.0
20400,20700,20550.0,5.708333333333333,300,0.0,0.0,0.0
20700,21000,20850.0,5.791666666666667,300,0.0,0.0,0.0
21000,21300,21150.0,5.875,300,0.0,0.0,0.0
21300,21600,21450.0,5.958333333333333,300,0.0,0.0,0.0
