t_start_s,t_end_s,t_mid_s,t_mid_h,dt_s,rate_mps,rate_mmh,depth_mm
0,300,150.0,0.041666666666666664,300,0.0,0.0,0.0
300,600,450.0,0.125,300,0.0,0.0,0.0
600,900,750.0,0.20833333333333334,300,0.0,0.0,0.0
900,1200,1050.0,0.2916666666666667,300,5.2289087607807553e-08,0.1882407153881072,0.015686726282342266
1200,1500,1350.0,0.375,300,5.228908760780757e-08,0.18824071538810724,0.015686726282342273
1500,1800,1650.0,0.4583333333333333,300,5.228908760780752e-08,0.18824071538810705,0.015686726282342255
1800,2100,1950.0,0.5416666666666666,300,1.2200787108488437e-07,0.43922833590558374,0.03660236132546531
2100,2400,2250.0,0.625,300,1.2200787108488424e-07,0.43922833590558324,0.03660236132546527
2400,2700,2550.0,0.7083333333333334,300,1.2200787108488432e-07,0.4392283359055835,0.036602361325465294
2700,3000,2850.0,0.7916666666666666,300,1.2200787108488435e-06,4.3922833590558366,0.36602361325465305
3000,3300,3150.0,0.875,300,1.2200787108488437e-06,4.392283359055837,0.3660236132546531
3300,3600,3450.0,0.9583333333333334,300,1.2200787108488408e-06,4.392283359055827,0.3660236132546522
3600,3900,3750.0,1.0416666666666667,300,1.0457817521561513e-05,37.64814307762144,3.137345256468454
3900,4200,4050.0,1.125,300,1.045781752156151e-05,37.648143077621434,3.137345256468453
4200,4500,4350.0,1.2083333333333333,300,1.045781752156151e-05,37.648143077621434,3.137345256468453
4500,4800,4650.0,1.2916666666666667,300,1.7429695869269154e-05,62.74690512936896,5.2289087607807465
4800,5100,4950.0,1.375,300,1.742969586926919e-05,62.7469051293691,5.228908760780758
5100,5400,5250.0,1.4583333333333333,300,1.742969586926919e-05,62.7469051293691,5.228908760780758
5400,5700,5550.0,1.5416666666666667,300,5.228908760780753e-06,18.824071538810713,1.5686726282342258
5700,6000,5850.0,1.625,300,5.228908760780753e-06,18.824071538810713,1.5686726282342258
6000,6300,6150.0,1.7083333333333333,300,5.228908760780753e-06,18.824071538810713,1.5686726282342258
6300,6600,6450.0,1.7916666666666667,300,1.7429695869269222e-06,6.27469051293692,0.5228908760780766
6600,6900,6750.0,1.875,300,1.742969586926909e-06,6.274690512936872,0.5228908760780727
6900,7200,7050.0,1.9583333333333333,300,1.7429695869269222e-06,6.27469051293692,0.5228908760780766
7200,7500,7350.0,2.0416666666666665,300,1.7429695869269222e-06,6.27469051293692,0.5228908760780766
7500,7800,7650.0,2.125,300,1.742969586926909e-06,6.274690512936872,0.5228908760780727
7800,8100,7950.0,2.2083333333333335,300,1.7429695869269222e-06,6.27469051293692,0.5228908760780766
8100,8400,8250.0,2.2916666666666665,300,3.485939173853793e-07,1.2549381025873654,0.10457817521561379
8400,8700,8550.0,2.375,300,3.485939173853921e-07,1.2549381025874116,0.10457817521561762
8700,9000,8850.0,2.4583333333333335,300,3.485939173853793e-07,1.2549381025873654,0.10457817521561379
9000,9300,9150.0,2.5416666666666665,300,5.2289087607807534e-08,0.1882407153881071,0.01568672628234226
9300,9600,9450.0,2.625,300,5.2289087607807534e-08,0.1882407153881071,0.01568672628234226
9600,9900,9750.0,2.7083333333333335,300,5.2289087607807534e-08,0.1882407153881071,0.01568672628234226
9900,10200,10050.0,2.7916666666666665,300,0.0,0.0,0.0
10200,10500,10350.0,2.875,300,0.0,0.0,0.0
10500,10800,10650.0,2.9583333333333335,300,0.0,0.0,0.0
