t_start_s,t_end_s,t_mid_s,t_mid_h,dt_s,rate_mps,rate_mmh,depth_mm
0,300,150.0,0.041666666666666664,300,0.0,0.0,0.0
300,600,450.0,0.125,300,0.0,0.0,0.0
600,900,750.0,0.20833333333333334,300,0.0,0.0,0.0
900,1200,1050.0,0.2916666666666667,300,1.3406255409290366e-07,0.48262519473445314,0.04021876622787109
1200,1500,1350.0,0.375,300,1.340625540929037e-07,0.4826251947344533,0.04021876622787111
1500,1800,1650.0,0.4583333333333333,300,1.3406255409290358e-07,0.4826251947344529,0.04021876622787108
1800,2100,1950.0,0.5416666666666666,300,3.128126262167754e-07,1.1261254543803914,0.09384378786503261
2100,2400,2250.0,0.625,300,3.12812626216775e-07,1.12612545438039,0.0938437878650325
2400,2700,2550.0,0.7083333333333334,300,3.128126262167752e-07,1.1261254543803907,0.09384378786503256
2700,3000,2850.0,0.7916666666666666,300,3.1281262621677535e-06,11.261254543803911,0.9384378786503261
3000,3300,3150.0,0.875,300,3.128126262167754e-06,11.261254543803913,0.9384378786503262
3300,3600,3450.0,0.9583333333333334,300,3.128126262167746e-06,11.261254543803886,0.9384378786503238
3600,3900,3750.0,1.0416666666666667,300,2.6812510818580736e-05,96.52503894689065,8.043753245574221
3900,4200,4050.0,1.125,300,2.681251081858073e-05,96.52503894689062,8.04375324557422
4200,4500,4350.0,1.2083333333333333,300,2.681251081858073e-05,96.52503894689062,8.04375324557422
4500,4800,4650.0,1.2916666666666667,300,4.4687518030967814e-05,160.87506491148412,13.406255409290344
4800,5100,4950.0,1.375,300,4.468751803096791e-05,160.8750649114845,13.406255409290374
5100,5400,5250.0,1.4583333333333333,300,4.468751803096791e-05,160.8750649114845,13.406255409290374
5400,5700,5550.0,1.5416666666666667,300,1.340625540929036e-05,48.262519473445295,4.021876622787108
5700,6000,5850.0,1.625,300,1.340625540929036e-05,48.262519473445295,4.021876622787108
6000,6300,6150.0,1.7083333333333333,300,1.340625540929036e-05,48.262519473445295,4.021876622787108
6300,6600,6450.0,1.7916666666666667,300,4.468751803096797e-06,16.08750649114847,1.3406255409290393
6600,6900,6750.0,1.875,300,4.468751803096764e-06,16.087506491148353,1.3406255409290293
6900,7200,7050.0,1.9583333333333333,300,4.468751803096797e-06,16.08750649114847,1.3406255409290393
7200,7500,7350.0,2.0416666666666665,300,4.468751803096797e-06,16.08750649114847,1.3406255409290393
7500,7800,7650.0,2.125,300,4.468751803096764e-06,16.087506491148353,1.3406255409290293
7800,8100,7950.0,2.2083333333333335,300,4.468751803096797e-06,16.08750649114847,1.3406255409290393
8100,8400,8250.0,2.2916666666666665,300,8.937503606193464e-07,3.217501298229647,0.26812510818580393
8400,8700,8550.0,2.375,300,8.937503606193791e-07,3.217501298229765,0.26812510818581375
8700,9000,8850.0,2.4583333333333335,300,8.937503606193464e-07,3.217501298229647,0.26812510818580393
9000,9300,9150.0,2.5416666666666665,300,1.340625540929036e-07,0.4826251947344529,0.04021876622787108
9300,9600,9450.0,2.625,300,1.340625540929036e-07,0.4826251947344529,0.04021876622787108
9600,9900,9750.0,2.7083333333333335,300,1.340625540929036e-07,0.4826251947344529,0.04021876622787108
9900,10200,10050.0,2.7916666666666665,300,0.0,0.0,0.0
10200,10500,10350.0,2.875,300,0.0,0.0,0.0
10500,10800,10650.0,2.9583333333333335,300,0.0,0.0,0.0
