t_start_s,t_end_s,t_mid_s,t_mid_h,dt_s,rate_mps,rate_mmh,depth_mm
0,300,150.0,0.041666666666666664,300,0.0,0.0,0.0
300,600,450.0,0.125,300,0.0,0.0,0.0
600,900,750.0,0.20833333333333334,300,0.0,0.0,0.0
900,1200,1050.0,0.2916666666666667,300,7.961710697533667e-08,0.28662158511121205,0.023885132092601003
1200,1500,1350.0,0.375,300,7.961710697533671e-08,0.28662158511121216,0.023885132092601014
1500,1800,1650.0,0.4583333333333333,300,7.961710697533663e-08,0.2866215851112119,0.02388513209260099
1800,2100,1950.0,0.5416666666666666,300,1.8577324960911903e-07,0.6687836985928285,0.05573197488273571
2100,2400,2250.0,0.625,300,1.8577324960911882e-07,0.6687836985928278,0.055731974882735645
2400,2700,2550.0,0.7083333333333334,300,1.8577324960911895e-07,0.6687836985928283,0.05573197488273569
2700,3000,2850.0,0.7916666666666666,300,1.85773249609119e-06,6.687836985928284,0.557319748827357
3000,3300,3150.0,0.875,300,1.8577324960911905e-06,6.687836985928286,0.5573197488273571
3300,3600,3450.0,0.9583333333333334,300,1.857732496091186e-06,6.68783698592827,0.5573197488273558
3600,3900,3750.0,1.0416666666666667,300,1.5923421395067342e-05,57.32431702224244,4.777026418520203
3900,4200,4050.0,1.125,300,1.5923421395067335e-05,57.32431702224241,4.7770264185202
4200,4500,4350.0,1.2083333333333333,300,1.5923421395067335e-05,57.32431702224241,4.7770264185202
4500,4800,4650.0,1.2916666666666667,300,2.653903565844552e-05,95.54052837040388,7.961710697533656
4800,5100,4950.0,1.375,300,2.6539035658445578e-05,95.54052837040408,7.9617106975336736
5100,5400,5250.0,1.4583333333333333,300,2.6539035658445578e-05,95.54052837040408,7.9617106975336736
5400,5700,5550.0,1.5416666666666667,300,7.961710697533666e-06,28.6621585111212,2.3885132092600996
5700,6000,5850.0,1.625,300,7.961710697533666e-06,28.6621585111212,2.3885132092600996
6000,6300,6150.0,1.7083333333333333,300,7.961710697533666e-06,28.6621585111212,2.3885132092600996
6300,6600,6450.0,1.7916666666666667,300,2.653903565844561e-06,9.554052837040421,0.7961710697533684
6600,6900,6750.0,1.875,300,2.653903565844542e-06,9.554052837040352,0.7961710697533626
6900,7200,7050.0,1.9583333333333333,300,2.653903565844561e-06,9.554052837040421,0.7961710697533684
7200,7500,7350.0,2.0416666666666665,300,2.653903565844561e-06,9.554052837040421,0.7961710697533684
7500,7800,7650.0,2.125,300,2.653903565844542e-06,9.554052837040352,0.7961710697533626
7800,8100,7950.0,2.2083333333333335,300,2.653903565844561e-06,9.554052837040421,0.7961710697533684
8100,8400,8250.0,2.2916666666666665,300,5.307807131689045e-07,1.9108105674080562,0.15923421395067136
8400,8700,8550.0,2.375,300,5.307807131689239e-07,1.910810567408126,0.15923421395067716
8700,9000,8850.0,2.4583333333333335,300,5.307807131689045e-07,1.9108105674080562,0.15923421395067136
9000,9300,9150.0,2.5416666666666665,300,7.961710697533665e-08,0.28662158511121194,0.023885132092600993
9300,9600,9450.0,2.625,300,7.961710697533665e-08,0.28662158511121194,0.023885132092600993
9600,9900,9750.0,2.7083333333333335,300,7.961710697533665e-08,0.28662158511121194,0.023885132092600993
9900,10200,10050.0,2.7916666666666665,300,0.0,0.0,0.0
10200,10500,10350.0,2.875,300,0.0,0.0,0.0
10500,10800,10650.0,2.9583333333333335,300,0.0,0.0,0.0
