t_start_s,t_end_s,t_mid_s,t_mid_h,dt_s,rate_mps,rate_mmh,depth_mm
0,300,150.0,0.041666666666666664,300,0.0,0.0,0.0
300,600,450.0,0.125,300,0.0,0.0,0.0
600,900,750.0,0.20833333333333334,300,0.0,0.0,0.0
900,1200,1050.0,0.2916666666666667,300,6.274690512936906e-08,0.22588885846572862,0.01882407153881072
1200,1500,1350.0,0.375,300,6.274690512936909e-08,0.22588885846572873,0.018824071538810723
1500,1800,1650.0,0.4583333333333333,300,6.274690512936902e-08,0.22588885846572848,0.01882407153881071
1800,2100,1950.0,0.5416666666666666,300,1.4640944530186123e-07,0.5270740030867005,0.04392283359055837
2100,2400,2250.0,0.625,300,1.4640944530186107e-07,0.5270740030866998,0.04392283359055832
2400,2700,2550.0,0.7083333333333334,300,1.4640944530186118e-07,0.5270740030867003,0.043922833590558354
2700,3000,2850.0,0.7916666666666666,300,1.4640944530186123e-06,5.270740030867004,0.4392283359055837
3000,3300,3150.0,0.875,300,1.4640944530186125e-06,5.270740030867005,0.43922833590558374
3300,3600,3450.0,0.9583333333333334,300,1.4640944530186089e-06,5.2707400308669925,0.43922833590558263
3600,3900,3750.0,1.0416666666666667,300,1.2549381025873816e-05,45.177771693145736,3.764814307762145
3900,4200,4050.0,1.125,300,1.254938102587381e-05,45.177771693145715,3.764814307762143
4200,4500,4350.0,1.2083333333333333,300,1.254938102587381e-05,45.177771693145715,3.764814307762143
4500,4800,4650.0,1.2916666666666667,300,2.0915635043122985e-05,75.29628615524275,6.274690512936895
4800,5100,4950.0,1.375,300,2.091563504312303e-05,75.2962861552429,6.274690512936909
5100,5400,5250.0,1.4583333333333333,300,2.091563504312303e-05,75.2962861552429,6.274690512936909
5400,5700,5550.0,1.5416666666666667,300,6.274690512936904e-06,22.58888584657285,1.8824071538810712
5700,6000,5850.0,1.625,300,6.274690512936904e-06,22.58888584657285,1.8824071538810712
6000,6300,6150.0,1.7083333333333333,300,6.274690512936904e-06,22.58888584657285,1.8824071538810712
6300,6600,6450.0,1.7916666666666667,300,2.0915635043123067e-06,7.529628615524304,0.627469051293692
6600,6900,6750.0,1.875,300,2.0915635043122906e-06,7.529628615524246,0.6274690512936871
6900,7200,7050.0,1.9583333333333333,300,2.0915635043123067e-06,7.529628615524304,0.627469051293692
7200,7500,7350.0,2.0416666666666665,300,2.0915635043123067e-06,7.529628615524304,0.627469051293692
7500,7800,7650.0,2.125,300,2.0915635043122906e-06,7.529628615524246,0.6274690512936871
7800,8100,7950.0,2.2083333333333335,300,2.0915635043123067e-06,7.529628615524304,0.627469051293692
8100,8400,8250.0,2.2916666666666665,300,4.1831270086245513e-07,1.5059257231048386,0.12549381025873652
8400,8700,8550.0,2.375,300,4.183127008624705e-07,1.5059257231048937,0.12549381025874112
8700,9000,8850.0,2.4583333333333335,300,4.1831270086245513e-07,1.5059257231048386,0.12549381025873652
9000,9300,9150.0,2.5416666666666665,300,6.274690512936903e-08,0.22588885846572854,0.018824071538810713
9300,9600,9450.0,2.625,300,6.274690512936903e-08,0.22588885846572854,0.018824071538810713
9600,9900,9750.0,2.7083333333333335,300,6.274690512936903e-08,0.22588885846572854,0.018824071538810713
9900,10200,10050.0,2.7916666666666665,300,0.0,0.0,0.0
10200,10500,10350.0,2.875,300,0.0,0.0,0.0
10500,10800,10650.0,2.9583333333333335,300,0.0,0.0,0.0
