t_start_s,t_end_s,t_mid_s,t_mid_h,dt_s,rate_mps,rate_mmh,depth_mm
0,300,150.0,0.041666666666666664,300,0.0,0.0,0.0
300,600,450.0,0.125,300,0.0,0.0,0.0
600,900,750.0,0.20833333333333334,300,0.0,0.0,0.0
900,1200,1050.0,0.2916666666666667,300,0.0,0.0,0.0
1200,1500,1350.0,0.375,300,0.0,0.0,0.0
1500,1800,1650.0,0.4583333333333333,300,0.0,0.0,0.0
1800,2100,1950.0,0.5416666666666666,300,8.98353646542594e-08,0.3234073127553338,0.02695060939627782
2100,2400,2250.0,0.625,300,8.98353646542593e-08,0.3234073127553335,0.026950609396277792
2400,2700,2550.0,0.7083333333333334,300,8.983536465425939e-08,0.32340731275533374,0.026950609396277816
2700,3000,2850.0,0.7916666666666666,300,8.98353646542594e-08,0.3234073127553338,0.02695060939627782
3000,3300,3150.0,0.875,300,8.983536465425944e-08,0.32340731275533396,0.026950609396277834
3300,3600,3450.0,0.9583333333333334,300,8.983536465425915e-08,0.32340731275533297,0.026950609396277744
3600,3900,3750.0,1.0416666666666667,300,2.0961585085993863e-07,0.754617063095779,0.0628847552579816
3900,4200,4050.0,1.125,300,2.0961585085993863e-07,0.754617063095779,0.0628847552579816
4200,4500,4350.0,1.2083333333333333,300,2.0961585085993855e-07,0.7546170630957787,0.06288475525798157
4500,4800,4650.0,1.2916666666666667,300,2.0961585085993818e-07,0.7546170630957775,0.06288475525798146
4800,5100,4950.0,1.375,300,2.0961585085993855e-07,0.7546170630957787,0.06288475525798157
5100,5400,5250.0,1.4583333333333333,300,2.0961585085993855e-07,0.7546170630957787,0.06288475525798157
5400,5700,5550.0,1.5416666666666667,300,2.096158508599386e-06,7.54617063095779,0.6288475525798158
5700,6000,5850.0,1.625,300,2.096158508599386e-06,7.54617063095779,0.6288475525798158
6000,6300,6150.0,1.7083333333333333,300,2.096158508599387e-06,7.546170630957793,0.6288475525798161
6300,6600,6450.0,1.7916666666666667,300,2.096158508599386e-06,7.54617063095779,0.6288475525798158
6600,6900,6750.0,1.875,300,2.0961585085993764e-06,7.546170630957755,0.628847552579813
6900,7200,7050.0,1.9583333333333333,300,2.096158508599386e-06,7.54617063095779,0.6288475525798158
7200,7500,7350.0,2.0416666666666665,300,1.796707293085187e-05,64.68146255106674,5.390121879255561
7500,7800,7650.0,2.125,300,1.796707293085187e-05,64.68146255106674,5.390121879255561
7800,8100,7950.0,2.2083333333333335,300,1.7967072930851865e-05,64.68146255106672,5.39012187925556
8100,8400,8250.0,2.2916666666666665,300,1.796707293085187e-05,64.68146255106674,5.390121879255561
8400,8700,8550.0,2.375,300,1.796707293085187e-05,64.68146255106674,5.390121879255561
8700,9000,8850.0,2.4583333333333335,300,1.7967072930851865e-05,64.68146255106672,5.39012187925556
9000,9300,9150.0,2.5416666666666665,300,2.994512155141981e-05,107.80243758511132,8.983536465425942
9300,9600,9450.0,2.625,300,2.994512155141967e-05,107.80243758511082,8.983536465425901
9600,9900,9750.0,2.7083333333333335,300,2.994512155141981e-05,107.80243758511132,8.983536465425942
9900,10200,10050.0,2.7916666666666665,300,2.994512155141981e-05,107.80243758511132,8.983536465425942
10200,10500,10350.0,2.875,300,2.994512155141981e-05,107.80243758511132,8.983536465425942
10500,10800,10650.0,2.9583333333333335,300,2.994512155141981e-05,107.80243758511132,8.983536465425942
10800,11100,10950.0,3.0416666666666665,300,8.983536465425888e-06,32.3407312755332,2.6950609396277665
11100,11400,11250.0,3.125,300,8.983536465425976e-06,32.340731275533514,2.695060939627793
11400,11700,11550.0,3.2083333333333335,300,8.983536465425888e-06,32.3407312755332,2.6950609396277665
11700,12000,11850.0,3.2916666666666665,300,8.983536465425976e-06,32.340731275533514,2.695060939627793
12000,12300,12150.0,3.375,300,8.983536465425888e-06,32.3407312755332,2.6950609396277665
12300,12600,12450.0,3.4583333333333335,300,8.983536465425976e-06,32.340731275533514,2.695060939627793
12600,12900,12750.0,3.5416666666666665,300,2.9945121551419623e-06,10.780243758511064,0.8983536465425888
12900,13200,13050.0,3.625,300,2.9945121551420064e-06,10.780243758511222,0.898353646542602
13200,13500,13350.0,3.7083333333333335,300,2.9945121551419623e-06,10.780243758511064,0.8983536465425888
13500,13800,13650.0,3.7916666666666665,300,2.9945121551419623e-06,10.780243758511064,0.8983536465425888
13800,14100,13950.0,3.875,300,2.9945121551420064e-06,10.780243758511222,0.898353646542602
14100,14400,14250.0,3.9583333333333335,300,2.9945121551419623e-06,10.780243758511064,0.8983536465425888
14400,14700,14550.0,4.041666666666667,300,2.9945121551420064e-06,10.780243758511222,0.898353646542602
14700,15000,14850.0,4.125,300,2.9945121551419623e-06,10.780243758511064,0.8983536465425888
15000,15300,15150.0,4.208333333333333,300,2.9945121551419623e-06,10.780243758511064,0.8983536465425888
15300,15600,15450.0,4.291666666666667,300,2.9945121551419623e-06,10.780243758511064,0.8983536465425888
15600,15900,15750.0,4.375,300,2.9945121551420064e-06,10.780243758511222,0.898353646542602
15900,16200,16050.0,4.458333333333333,300,2.9945121551419623e-06,10.780243758511064,0.8983536465425888
16200,16500,16350.0,4.541666666666667,300,5.989024310284101e-07,2.1560487517022766,0.17967072930852304
16500,16800,16650.0,4.625,300,5.989024310283662e-07,2.1560487517021185,0.17967072930850986
16800,17100,16950.0,4.708333333333333,300,5.989024310284101e-07,2.1560487517022766,0.17967072930852304
17100,17400,17250.0,4.791666666666667,300,5.989024310284101e-07,2.1560487517022766,0.17967072930852304
17400,17700,17550.0,4.875,300,5.989024310283662e-07,2.1560487517021185,0.17967072930850986
17700,18000,17850.0,4.958333333333333,300,5.989024310284101e-07,2.1560487517022766,0.17967072930852304
18000,18300,18150.0,5.041666666666667,300,8.983536465423735e-08,0.3234073127552544,0.026950609396271204
18300,18600,18450.0,5.125,300,8.983536465428129e-08,0.3234073127554127,0.026950609396284388
18600,18900,18750.0,5.208333333333333,300,8.983536465423735e-08,0.3234073127552544,0.026950609396271204
18900,19200,19050.0,5.291666666666667,300,8.983536465428129e-08,0.3234073127554127,0.026950609396284388
19200,19500,19350.0,5.375,300,8.983536465428129e-08,0.3234073127554127,0.026950609396284388
19500,19800,19650.0,5.458333333333333,300,8.983536465423735e-08,0.3234073127552544,0.026950609396271204
19800,20100,19950.0,5.541666666666667,300,0.0,0.0,0.0
20100,20400,20250.0,5.625,300,0.0,0.0,0.0
20400,20700,20550.0,5.708333333333333,300,0.0,0.0,0.0
20700,21000,20850.0,5.791666666666667,300,0.0,0.0,0.0
21000,21300,21150.0,5.875,300,0.0,0.0,0.0
21300,21600,21450.0,5.958333333333333,300,0.0,0.0,0.0
